date,year,month,month_name,district,rainfall_mm,temperature_celsius,pH,turbidity_NTU,coliform_count_per100ml,dissolved_oxygen_mg_L,total_dissolved_solids_mg_L,population,cholera_cases,diarrhea_cases,typhoid_cases,hepatitis_a_cases,total_disease_cases,outbreak_alert,season,cases_last_month,cases_2_months_ago,rainfall_last_month,district_encoded,season_encoded
2019-03-01,2019,3,March,Vellore,12.53,33.62,8.3,10.05,156.76,8.81,827.4,1576419,16,53,16,8,93,0,Summer,114.0,71.0,6.01,11,2
2019-04-01,2019,4,April,Vellore,21.69,28.83,8.48,2.35,113.3,4.31,1021.08,2857761,22,52,13,7,94,0,Summer,93.0,114.0,12.53,11,2
2019-05-01,2019,5,May,Vellore,29.65,32.91,6.71,11.09,216.23,6.37,817.73,1733387,31,98,11,7,147,1,Summer,94.0,93.0,21.69,11,2
2019-06-01,2019,6,June,Vellore,118.92,30.36,7.91,6.07,4.48,7.88,1021.65,4307114,11,38,14,2,65,0,SW_Monsoon,147.0,94.0,29.65,11,1
2019-07-01,2019,7,July,Vellore,70.93,35.12,6.43,7.39,359.15,5.73,1173.05,3497439,39,113,13,8,173,1,SW_Monsoon,65.0,147.0,118.92,11,1
2019-08-01,2019,8,August,Vellore,134.41,35.28,6.82,11.95,298.61,6.2,312.8,3954520,41,116,11,7,175,1,SW_Monsoon,173.0,65.0,70.93,11,1
2019-09-01,2019,9,September,Vellore,93.63,27.28,7.31,13.78,265.35,5.29,1148.65,2878772,33,83,16,5,137,1,SW_Monsoon,175.0,173.0,134.41,11,1
2019-10-01,2019,10,October,Vellore,305.07,26.93,6.75,5.55,400.64,4.35,531.21,2528217,39,113,22,10,184,1,NE_Monsoon,137.0,175.0,93.63,11,0
2019-11-01,2019,11,November,Vellore,337.86,29.06,7.99,24.06,500.06,6.24,730.47,3796581,34,106,22,13,175,1,NE_Monsoon,184.0,137.0,305.07,11,0
2019-12-01,2019,12,December,Vellore,210.83,32.2,8.44,17.78,506.98,4.42,391.05,1277150,47,146,25,11,229,1,NE_Monsoon,175.0,184.0,337.86,11,0
2020-01-01,2020,1,January,Vellore,26.39,24.66,8.04,9.99,55.59,6.47,942.31,4281876,20,61,10,4,95,0,Winter,229.0,175.0,210.83,11,3
2020-02-01,2020,2,February,Vellore,5.99,30.76,6.96,12.05,87.57,8.13,794.95,4471183,16,54,12,2,84,0,Winter,95.0,229.0,26.39,11,3
2020-03-01,2020,3,March,Vellore,6.59,28.73,6.45,4.79,234.89,4.16,720.18,3602923,21,77,12,6,116,0,Summer,84.0,95.0,5.99,11,2
2020-04-01,2020,4,April,Vellore,42.48,24.89,7.11,15.45,150.91,5.44,320.27,2232329,25,65,7,7,104,0,Summer,116.0,84.0,6.59,11,2
2020-05-01,2020,5,May,Vellore,6.22,28.25,8.32,5.68,70.63,6.67,1023.8,1056831,14,31,14,3,62,0,Summer,104.0,116.0,42.48,11,2
2020-06-01,2020,6,June,Vellore,98.5,29.63,8.0,23.15,53.2,6.1,680.94,4869246,19,71,7,6,103,0,SW_Monsoon,62.0,104.0,6.22,11,1
2020-07-01,2020,7,July,Vellore,125.09,26.78,6.75,16.23,382.09,8.91,398.03,4874296,39,109,14,10,172,1,SW_Monsoon,103.0,62.0,98.5,11,1
2020-08-01,2020,8,August,Vellore,159.58,28.04,6.54,6.69,393.17,6.6,564.82,1979995,23,58,13,11,105,0,SW_Monsoon,172.0,103.0,125.09,11,1
2020-09-01,2020,9,September,Vellore,83.07,28.91,7.94,14.48,289.38,6.84,883.59,4318362,23,58,19,9,109,0,SW_Monsoon,105.0,172.0,159.58,11,1
2020-10-01,2020,10,October,Vellore,292.76,30.09,8.38,15.81,489.97,8.05,1180.99,3792239,39,110,16,11,176,1,NE_Monsoon,109.0,105.0,83.07,11,0
2020-11-01,2020,11,November,Vellore,126.53,33.64,8.45,23.69,520.09,8.02,363.11,795182,36,114,25,10,185,1,NE_Monsoon,176.0,109.0,292.76,11,0
2020-12-01,2020,12,December,Vellore,131.45,32.25,7.41,7.77,253.05,7.98,790.43,4920605,27,86,11,6,130,1,NE_Monsoon,185.0,176.0,126.53,11,0
2021-01-01,2021,1,January,Vellore,44.06,33.48,6.26,7.06,93.23,7.35,416.14,4915972,14,48,12,6,80,0,Winter,130.0,185.0,131.45,11,3
2021-02-01,2021,2,February,Vellore,49.17,34.03,6.67,4.56,278.9,4.52,380.66,2332760,23,77,18,7,125,0,Winter,80.0,130.0,44.06,11,3
2021-03-01,2021,3,March,Vellore,6.21,35.44,6.23,10.79,102.23,7.06,896.03,3413461,26,68,16,7,117,0,Summer,125.0,80.0,49.17,11,2
2021-04-01,2021,4,April,Vellore,33.64,34.39,7.37,7.22,111.46,4.13,535.56,2684847,21,65,9,5,100,0,Summer,117.0,125.0,6.21,11,2
2021-05-01,2021,5,May,Vellore,12.02,36.65,7.75,14.44,125.2,6.18,984.54,2418715,21,76,15,8,120,0,Summer,100.0,117.0,33.64,11,2
2021-06-01,2021,6,June,Vellore,62.83,35.6,8.01,7.11,297.64,5.07,240.33,3007413,22,66,12,7,107,0,SW_Monsoon,120.0,100.0,12.02,11,1
2021-07-01,2021,7,July,Vellore,121.65,37.8,7.67,20.81,397.23,8.65,581.42,2806648,47,147,17,7,218,1,SW_Monsoon,107.0,120.0,62.83,11,1
2021-08-01,2021,8,August,Vellore,129.62,26.89,7.21,2.68,346.63,4.63,1103.1,4577411,31,80,14,9,134,1,SW_Monsoon,218.0,107.0,121.65,11,1
2021-09-01,2021,9,September,Vellore,116.63,29.58,6.85,5.08,140.84,7.04,775.79,973818,22,71,7,8,108,0,SW_Monsoon,134.0,218.0,129.62,11,1
2021-10-01,2021,10,October,Vellore,108.21,30.55,7.69,26.83,27.59,8.26,748.4,707627,20,56,16,7,99,0,NE_Monsoon,108.0,134.0,116.63,11,0
2021-11-01,2021,11,November,Vellore,217.62,31.39,8.5,27.24,202.59,4.05,826.17,3886243,34,93,12,11,150,1,NE_Monsoon,99.0,108.0,108.21,11,0
2021-12-01,2021,12,December,Vellore,212.21,24.88,7.29,22.55,340.32,6.69,668.82,3906433,35,111,15,8,169,1,NE_Monsoon,150.0,99.0,217.62,11,0
2022-01-01,2022,1,January,Vellore,33.32,26.39,7.72,13.76,72.22,6.46,1175.53,2512236,15,45,12,6,78,0,Winter,169.0,150.0,212.21,11,3
2022-02-01,2022,2,February,Vellore,9.93,37.43,7.85,12.78,197.15,6.95,649.91,4586679,26,82,14,5,127,1,Winter,78.0,169.0,33.32,11,3
2022-03-01,2022,3,March,Vellore,51.75,35.85,7.02,13.45,238.22,6.12,266.47,1897955,28,90,19,8,145,1,Summer,127.0,78.0,9.93,11,2
2022-04-01,2022,4,April,Vellore,53.82,28.45,6.58,12.14,105.92,6.37,830.4,988633,15,58,10,7,90,0,Summer,145.0,127.0,51.75,11,2
2022-05-01,2022,5,May,Vellore,21.97,25.82,6.66,9.73,17.93,8.31,1161.5,3307501,12,49,7,6,74,0,Summer,90.0,145.0,53.82,11,2
2022-06-01,2022,6,June,Vellore,134.73,24.74,7.45,7.13,246.83,5.31,1184.96,1738669,19,49,16,4,88,0,SW_Monsoon,74.0,90.0,21.97,11,1
2022-07-01,2022,7,July,Vellore,129.48,30.18,8.37,4.43,269.99,5.91,1156.81,3555068,31,92,14,9,146,1,SW_Monsoon,88.0,74.0,134.73,11,1
2022-08-01,2022,8,August,Vellore,159.56,27.54,7.2,13.06,123.87,4.08,420.13,3450161,17,49,15,5,86,0,SW_Monsoon,146.0,88.0,129.48,11,1
2022-09-01,2022,9,September,Vellore,130.49,25.19,7.7,16.1,401.61,4.02,447.93,745256,30,86,17,10,143,1,SW_Monsoon,86.0,146.0,159.56,11,1
2022-10-01,2022,10,October,Vellore,104.51,37.08,6.4,25.9,503.23,8.71,1067.48,2392608,48,147,21,8,224,1,NE_Monsoon,143.0,86.0,130.49,11,0
2022-11-01,2022,11,November,Vellore,142.54,28.43,7.18,11.0,157.16,8.86,353.36,4391386,19,63,13,7,102,0,NE_Monsoon,224.0,143.0,104.51,11,0
2022-12-01,2022,12,December,Vellore,330.73,36.38,7.24,27.66,27.1,4.74,613.97,4666932,29,85,14,9,137,1,NE_Monsoon,102.0,224.0,142.54,11,0
2023-01-01,2023,1,January,Vellore,29.88,29.94,6.56,7.28,150.48,4.11,644.11,956195,18,47,15,7,87,0,Winter,137.0,102.0,330.73,11,3
2023-02-01,2023,2,February,Vellore,26.45,29.69,7.53,3.11,49.46,5.43,1155.87,2868403,17,47,11,4,79,0,Winter,87.0,137.0,29.88,11,3
2023-03-01,2023,3,March,Vellore,33.25,35.24,7.06,6.7,26.79,8.57,291.04,4966958,22,66,14,5,107,0,Summer,79.0,87.0,26.45,11,2
2023-04-01,2023,4,April,Vellore,47.46,35.59,6.59,14.44,183.72,8.41,685.28,4871078,20,50,13,6,89,0,Summer,107.0,79.0,33.25,11,2
2023-05-01,2023,5,May,Vellore,16.11,37.34,7.22,3.46,55.62,5.4,1199.32,2361317,14,40,10,2,66,0,Summer,89.0,107.0,47.46,11,2
2023-06-01,2023,6,June,Vellore,66.15,27.78,7.97,21.38,93.04,6.32,670.32,2769590,26,66,9,5,106,0,SW_Monsoon,66.0,89.0,16.11,11,1
2023-07-01,2023,7,July,Vellore,74.5,34.32,7.58,16.14,3.64,8.64,266.29,4748949,22,71,15,7,115,0,SW_Monsoon,106.0,66.0,66.15,11,1
2023-08-01,2023,8,August,Vellore,75.47,30.32,7.14,16.87,104.94,7.2,1077.49,1199438,19,43,8,4,74,0,SW_Monsoon,115.0,106.0,74.5,11,1
2023-09-01,2023,9,September,Vellore,150.29,29.52,8.46,18.51,214.82,7.22,302.22,3813723,28,70,12,6,116,0,SW_Monsoon,74.0,115.0,75.47,11,1
2023-10-01,2023,10,October,Vellore,105.1,32.46,6.84,27.81,158.74,7.43,874.22,3894837,31,88,12,7,138,1,NE_Monsoon,116.0,74.0,150.29,11,0
2023-11-01,2023,11,November,Vellore,238.93,37.26,7.36,28.57,200.56,5.89,618.13,3746536,30,97,17,6,150,1,NE_Monsoon,138.0,116.0,105.1,11,0
2023-12-01,2023,12,December,Vellore,279.65,26.99,6.65,14.15,127.56,6.92,571.46,2453923,26,87,18,8,139,1,NE_Monsoon,150.0,138.0,238.93,11,0
2024-01-01,2024,1,January,Vellore,31.68,37.63,6.22,14.46,260.71,8.81,213.08,1659702,21,75,20,6,122,0,Winter,139.0,150.0,279.65,11,3
2024-02-01,2024,2,February,Vellore,33.18,31.64,6.28,3.39,139.92,6.97,348.4,2234802,15,44,6,8,73,0,Winter,122.0,139.0,31.68,11,3
2024-03-01,2024,3,March,Vellore,42.76,29.83,7.69,5.5,169.74,6.62,224.48,1076395,24,66,12,3,105,0,Summer,73.0,122.0,33.18,11,2
2024-04-01,2024,4,April,Vellore,25.69,24.88,8.3,7.12,128.66,5.75,827.51,4478168,25,64,11,7,107,0,Summer,105.0,73.0,42.76,11,2
2024-05-01,2024,5,May,Vellore,16.81,32.93,7.36,11.7,233.22,7.71,1046.56,677696,27,69,17,7,120,0,Summer,107.0,105.0,25.69,11,2
2024-06-01,2024,6,June,Vellore,91.33,34.55,6.71,10.06,363.61,7.62,603.81,4149175,36,100,19,7,162,1,SW_Monsoon,120.0,107.0,16.81,11,1
2024-07-01,2024,7,July,Vellore,85.21,30.36,7.09,23.59,164.26,4.4,289.83,4408308,21,70,10,8,109,0,SW_Monsoon,162.0,120.0,91.33,11,1
2024-08-01,2024,8,August,Vellore,111.65,31.07,6.54,3.57,51.9,4.51,809.71,772667,22,53,8,7,90,0,SW_Monsoon,109.0,162.0,85.21,11,1
2024-09-01,2024,9,September,Vellore,92.76,26.94,7.33,1.65,281.97,6.62,1098.64,1918137,24,57,13,8,102,0,SW_Monsoon,90.0,109.0,111.65,11,1
2024-10-01,2024,10,October,Vellore,165.26,31.53,8.29,27.33,274.65,4.19,735.25,4949113,31,89,22,11,153,1,NE_Monsoon,102.0,90.0,92.76,11,0
2024-11-01,2024,11,November,Vellore,314.47,28.32,7.72,18.82,264.18,6.48,932.24,1814530,33,97,12,11,153,1,NE_Monsoon,153.0,102.0,165.26,11,0
2024-12-01,2024,12,December,Vellore,256.89,28.99,6.94,2.3,280.19,6.42,357.83,3300860,32,84,16,6,138,1,NE_Monsoon,153.0,153.0,314.47,11,0
